Location,3/28/20,3/29/20,delta
"Providence, Rhode Island, US",91,156,71.43
"Washington, Rhode Island, US",14,23,64.29
"Newport, Rhode Island, US",12,19,58.33
"Kent, Rhode Island, US",9,27,200.00
"Bristol, Rhode Island, US",6,12,100.00
"Out of RI, Rhode Island, US",0,0,0.00
