Location,8/17/20,8/18/20,delta
"Fairfield, Connecticut, US",18317,18322,0.03
"New Haven, Connecticut, US",13378,13376,-0.01
"Hartford, Connecticut, US",12956,12949,-0.05
"Litchfield, Connecticut, US",1637,1636,-0.06
"New London, Connecticut, US",1499,1497,-0.13
"Middlesex, Connecticut, US",1425,1424,-0.07
"Tolland, Connecticut, US",1059,1075,1.51
"Windham, Connecticut, US",762,762,0.00
"Out of CT, Connecticut, US",0,0,0.00
