"Harris, Texas, US",2146,2341,9.09
"Dallas, Texas, US",1261,1324,5.00
"Tarrant, Texas, US",588,637,8.33
"Travis, Texas, US",502,554,10.36
"Bexar, Texas, US",456,503,10.31
"Denton, Texas, US",366,398,8.74
"Fort Bend, Texas, US",318,417,31.13
"Collin, Texas, US",306,343,12.09
"Galveston, Texas, US",256,272,6.25
"Montgomery, Texas, US",197,210,6.60
"Lubbock, Texas, US",180,191,6.11
"Brazoria, Texas, US",173,173,0.00
"El Paso, Texas, US",132,153,15.91
"Webb, Texas, US",122,135,10.66
"Hidalgo, Texas, US",113,128,13.27
"Cameron, Texas, US",101,108,6.93
"Brazos, Texas, US",97,108,11.34
"Williamson, Texas, US",81,87,7.41
"Jefferson, Texas, US",78,78,0.00
"Smith, Texas, US",75,79,5.33
"Bell, Texas, US",71,74,4.23
"Nueces, Texas, US",65,65,0.00
"Hays, Texas, US",61,75,22.95
"McLennan, Texas, US",56,62,10.71
"Victoria, Texas, US",50,59,18.00
"Wichita, Texas, US",48,48,0.00
"Matagorda, Texas, US",42,42,0.00
"Potter, Texas, US",41,47,14.63
"Guadalupe, Texas, US",39,45,15.38
"Taylor, Texas, US",38,38,0.00
"Randall, Texas, US",36,40,11.11
"Ellis, Texas, US",35,41,17.14
"Ector, Texas, US",30,30,0.00
"Hardin, Texas, US",28,41,46.43
"Comal, Texas, US",27,29,7.41
"Midland, Texas, US",27,30,11.11
"Orange, Texas, US",26,29,11.54
"Johnson, Texas, US",24,25,4.17
"Tom Green, Texas, US",24,25,4.17
"Gregg, Texas, US",23,32,39.13
"Nacogdoches, Texas, US",21,25,19.05
"Washington, Texas, US",21,24,14.29
"Bowie, Texas, US",17,20,17.65
"Chambers, Texas, US",17,19,11.76
"Wharton, Texas, US",17,18,5.88
"Bastrop, Texas, US",15,17,13.33
"Walker, Texas, US",15,15,0.00
"Angelina, Texas, US",14,14,0.00
"Grayson, Texas, US",14,15,7.14
"Kaufman, Texas, US",14,16,14.29
"Rusk, Texas, US",13,14,7.69
"Shelby, Texas, US",13,17,30.77
"Calhoun, Texas, US",12,12,0.00
"Liberty, Texas, US",12,15,25.00
"Castro, Texas, US",11,11,0.00
"Coryell, Texas, US",11,12,9.09
"Erath, Texas, US",11,11,0.00
"Harrison, Texas, US",11,11,0.00
"Rockwall, Texas, US",11,14,27.27
"Waller, Texas, US",11,11,0.00
"Andrews, Texas, US",10,10,0.00
"Hockley, Texas, US",10,10,0.00
"Hood, Texas, US",10,10,0.00
"Fayette, Texas, US",9,9,0.00
"Gray, Texas, US",9,11,22.22
"Kendall, Texas, US",9,9,0.00
"Moore, Texas, US",8,9,12.50
"Polk, Texas, US",8,8,0.00
"Dawson, Texas, US",7,7,0.00
"DeWitt, Texas, US",7,7,0.00
"Deaf Smith, Texas, US",7,7,0.00
"Donley, Texas, US",7,13,85.71
"Hale, Texas, US",7,7,0.00
"Starr, Texas, US",7,7,0.00
"Van Zandt, Texas, US",7,7,0.00
"Wilson, Texas, US",7,8,14.29
"Austin, Texas, US",6,7,16.67
"Brown, Texas, US",6,6,0.00
"Cherokee, Texas, US",6,6,0.00
"Henderson, Texas, US",6,4,-33.33
"Lamar, Texas, US",6,6,0.00
"Limestone, Texas, US",6,6,0.00
"Medina, Texas, US",6,7,16.67
"Parker, Texas, US",6,6,0.00
"Terry, Texas, US",6,6,0.00
"Val Verde, Texas, US",6,7,16.67
"Burleson, Texas, US",5,5,0.00
"Burnet, Texas, US",5,5,0.00
"Caldwell, Texas, US",5,5,0.00
"Hill, Texas, US",5,6,20.00
"Maverick, Texas, US",5,7,40.00
"Upshur, Texas, US",5,6,20.00
"Uvalde, Texas, US",5,5,0.00
"Willacy, Texas, US",5,7,40.00
"Atascosa, Texas, US",4,5,25.00
"Blanco, Texas, US",4,4,0.00
"Cass, Texas, US",4,4,0.00
"Grimes, Texas, US",4,6,50.00
"Hopkins, Texas, US",4,4,0.00
"Jackson, Texas, US",4,4,0.00
"Lynn, Texas, US",4,4,0.00
"Navarro, Texas, US",4,4,0.00
"Panola, Texas, US",4,4,0.00
"San Augustine, Texas, US",4,4,0.00
"Wood, Texas, US",4,4,0.00
"Colorado, Texas, US",3,6,100.00
"Comanche, Texas, US",3,3,0.00
"Eastland, Texas, US",3,3,0.00
"Goliad, Texas, US",3,3,0.00
"Jasper, Texas, US",3,3,0.00
"Live Oak, Texas, US",3,3,0.00
"Llano, Texas, US",3,3,0.00
"Milam, Texas, US",3,7,133.33
"Oldham, Texas, US",3,3,0.00
"Wise, Texas, US",3,3,0.00
"Young, Texas, US",3,3,0.00
"Anderson, Texas, US",2,2,0.00
"Aransas, Texas, US",2,2,0.00
"Camp, Texas, US",2,2,0.00
"Crane, Texas, US",2,2,0.00
"Fannin, Texas, US",2,4,100.00
"Hutchinson, Texas, US",2,2,0.00
"Jim Wells, Texas, US",2,2,0.00
"Karnes, Texas, US",2,2,0.00
"Kerr, Texas, US",2,2,0.00
"Kleberg, Texas, US",2,2,0.00
"Lampasas, Texas, US",2,2,0.00
"Lavaca, Texas, US",2,3,50.00
"Lee, Texas, US",2,2,0.00
"Leon, Texas, US",2,2,0.00
"Martin, Texas, US",2,2,0.00
"Palo Pinto, Texas, US",2,3,50.00
"Robertson, Texas, US",2,2,0.00
"San Patricio, Texas, US",2,7,250.00
"Swisher, Texas, US",2,2,0.00
"Titus, Texas, US",2,2,0.00
"Trinity, Texas, US",2,2,0.00
"Tyler, Texas, US",2,2,0.00
"Callahan, Texas, US",1,1,0.00
"Clay, Texas, US",1,1,0.00
"Crosby, Texas, US",1,1,0.00
"Dallam, Texas, US",1,1,0.00
"Falls, Texas, US",1,1,0.00
"Floyd, Texas, US",1,1,0.00
"Franklin, Texas, US",1,1,0.00
"Gaines, Texas, US",1,1,0.00
"Gillespie, Texas, US",1,1,0.00
"Gonzales, Texas, US",1,1,0.00
"Hamilton, Texas, US",1,2,100.00
"Hansford, Texas, US",1,1,0.00
"Hemphill, Texas, US",1,1,0.00
"Hunt, Texas, US",1,14,1300.00
"Knox, Texas, US",1,1,0.00
"Lamb, Texas, US",1,1,0.00
"Mason, Texas, US",1,1,0.00
"McCulloch, Texas, US",1,0,-100.00
"Mitchell, Texas, US",1,1,0.00
"Montague, Texas, US",1,1,0.00
"Morris, Texas, US",1,1,0.00
"Newton, Texas, US",1,1,0.00
"Pecos, Texas, US",1,1,0.00
"Reeves, Texas, US",1,1,0.00
"San Jacinto, Texas, US",1,3,200.00
"Zapata, Texas, US",1,1,0.00
"Archer, Texas, US",0,0,0.00
"Armstrong, Texas, US",0,0,0.00
"Bailey, Texas, US",0,0,0.00
"Bandera, Texas, US",0,1,0.00
"Baylor, Texas, US",0,0,0.00
"Bee, Texas, US",0,0,0.00
"Borden, Texas, US",0,0,0.00
"Bosque, Texas, US",0,0,0.00
"Brewster, Texas, US",0,0,0.00
"Briscoe, Texas, US",0,0,0.00
"Brooks, Texas, US",0,0,0.00
"Carson, Texas, US",0,0,0.00
"Childress, Texas, US",0,0,0.00
"Cochran, Texas, US",0,0,0.00
"Coke, Texas, US",0,0,0.00
"Coleman, Texas, US",0,0,0.00
"Collingsworth, Texas, US",0,0,0.00
"Concho, Texas, US",0,0,0.00
"Cooke, Texas, US",0,0,0.00
"Cottle, Texas, US",0,0,0.00
"Crockett, Texas, US",0,0,0.00
"Culberson, Texas, US",0,0,0.00
"Delta, Texas, US",0,0,0.00
"Dickens, Texas, US",0,1,0.00
"Dimmit, Texas, US",0,0,0.00
"Duval, Texas, US",0,0,0.00
"Edwards, Texas, US",0,0,0.00
"Fisher, Texas, US",0,0,0.00
"Foard, Texas, US",0,0,0.00
"Freestone, Texas, US",0,0,0.00
"Frio, Texas, US",0,1,0.00
"Garza, Texas, US",0,0,0.00
"Glasscock, Texas, US",0,0,0.00
"Hall, Texas, US",0,0,0.00
"Hardeman, Texas, US",0,0,0.00
"Hartley, Texas, US",0,0,0.00
"Haskell, Texas, US",0,0,0.00
"Houston, Texas, US",0,0,0.00
"Howard, Texas, US",0,0,0.00
"Hudspeth, Texas, US",0,0,0.00
"Irion, Texas, US",0,0,0.00
"Jack, Texas, US",0,0,0.00
"Jeff Davis, Texas, US",0,0,0.00
"Jim Hogg, Texas, US",0,0,0.00
"Jones, Texas, US",0,1,0.00
"Kenedy, Texas, US",0,0,0.00
"Kent, Texas, US",0,0,0.00
"Kimble, Texas, US",0,0,0.00
"King, Texas, US",0,0,0.00
"Kinney, Texas, US",0,0,0.00
"La Salle, Texas, US",0,0,0.00
"Lipscomb, Texas, US",0,0,0.00
"Loving, Texas, US",0,0,0.00
"Madison, Texas, US",0,0,0.00
"Marion, Texas, US",0,0,0.00
"McMullen, Texas, US",0,0,0.00
"Menard, Texas, US",0,0,0.00
"Mills, Texas, US",0,0,0.00
"Motley, Texas, US",0,0,0.00
"Nolan, Texas, US",0,0,0.00
"Ochiltree, Texas, US",0,0,0.00
"Out of TX, Texas, US",0,0,0.00
"Parmer, Texas, US",0,0,0.00
"Presidio, Texas, US",0,0,0.00
"Rains, Texas, US",0,0,0.00
"Reagan, Texas, US",0,0,0.00
"Real, Texas, US",0,0,0.00
"Red River, Texas, US",0,0,0.00
"Refugio, Texas, US",0,0,0.00
"Roberts, Texas, US",0,0,0.00
"Runnels, Texas, US",0,0,0.00
"Sabine, Texas, US",0,0,0.00
"San Saba, Texas, US",0,0,0.00
"Schleicher, Texas, US",0,0,0.00
"Scurry, Texas, US",0,0,0.00
"Shackelford, Texas, US",0,0,0.00
"Sherman, Texas, US",0,0,0.00
"Somervell, Texas, US",0,0,0.00
"Stephens, Texas, US",0,0,0.00
"Sterling, Texas, US",0,0,0.00
"Stonewall, Texas, US",0,0,0.00
"Sutton, Texas, US",0,0,0.00
"Terrell, Texas, US",0,0,0.00
"Throckmorton, Texas, US",0,0,0.00
"Upton, Texas, US",0,0,0.00
"Ward, Texas, US",0,0,0.00
"Wheeler, Texas, US",0,0,0.00
"Wilbarger, Texas, US",0,0,0.00
"Winkler, Texas, US",0,0,0.00
"Yoakum, Texas, US",0,0,0.00
"Zavala, Texas, US",0,0,0.00
